全衣柜编号,名称,分类编号,心级,,华丽,简约,优雅,活泼,成熟,可爱,性感,清纯,清凉,保暖,标签,标签,获取途径,套装,版本号
40038,OL的衬衫·米,038,2,,,A,A,,A,,B,,A,,中性风,OL,设·定035,,V1.3.2
40039,中学生,039,2,,,A,A,,,B,,A,A,,中性风,英伦,店·金币/浪·迷,,V1.3.2
40040,个性学生,040,2,,,A,A,,B,,,A,A,,中性风,英伦,设·定039,,V1.3.2
40041,学生主席,041,2,,,S,A,,A,,,S,B,,中性风,英伦,设·定039,,V1.3.2
40042,文明起源·白,042,3,,,S,C,,S,,,A,,S,中性风,,设·图,,V1.3.2
40043,文明起源·棕,043,3,,,S,A,,,A,,A,,A,中性风,,设·定042,,V1.3.2
40044,蓝色警魂,044,3,,,S,,S,B,,A,,S,,中性风,,浪·幻,,V1.3.2
40045,射线·白,045,3,,,SS,S,,B,,,C,S,,OL,,设·图,,V1.3.2
40046,射线·紫,046,3,,,S,S,,C,,A,,A,,OL,,设·定045,,V1.3.2
40047,图书馆·粉,047,2,,,B,,A,,A,,S,A,,中性风,防晒,店·金币/浪·迷/4-10少/10-4少,,V1.3.2
40048,图书馆·红,048,2,,,B,,S,B,,,S,,S,中性风,防晒,设·定047,,V1.3.2
40049,图书馆·蓝,049,2,,,B,,A,C,,,S,,S,中性风,防晒,设·定047,,V1.3.2
40051,NIKKI衫·黑,051,2,,,S,,A,B,,,A,A,,运动系,,设·图/4-12少,,V1.3.2
40053,NIKKI衫·粉,053,2,,,A,,S,,B,,A,A,,运动系,,设·定051,,V1.3.2
40055,薇薇,055,4,,A,,,SS,A,,S,,A,,洛丽塔,,赠·过关,蔷薇少女,V1.3.2
40056,蒸汽时代,056,5,,S,,S,,,B,,SS,,S,欧式古典,防晒,兑·仙履,蒸汽时代,V1.3.2
40057,公爵千金·上衣,057,5,,S,,S,,,B,S,,,S,欧式古典,,浪·幻,公爵的千金,V1.3.2
40058,欧风衬衣,058,4,,S,,S,,,B,S,,,S,大小姐,防晒,浪·幻,贵妇雍容,V1.3.2
40059,百合花精,059,5,,S,,S,,,B,S,,SS,,女神系,,设·图,百合花精,V1.3.2
40060,绿色T恤,060,2,,,A,,A,,A,,A,A,,运动系,,店·金币/浪·迷/3-1少,,V1.3.2
40061,粉色T恤,061,2,,,A,,A,,A,,S,A,,运动系,,设·定060,,V1.3.2
40062,橙色T恤,062,2,,,A,,A,,A,,A,A,,运动系,,设·定060,,V1.3.2
40063,紫色T恤,063,2,,,A,,A,,A,,A,A,,运动系,,设·定060,,V1.3.2
40064,秋日甜心·绿,064,1,,,A,,A,,B,,B,,B,,,浪·迷/1-5少,,V1.3.2
40065,秋日甜心·粉,065,1,,,B,,A,,A,,A,,B,,,设·定064,,V1.3.2
40066,沁蜜桃,066,2,,,A,,S,,A,,A,A,,防晒,,店·金币/浪·迷/5-4少,,V1.3.2
40067,沁蔷薇,067,2,,A,,,B,,S,,A,A,,防晒,,设·定066,,V1.3.2
40068,沁海风,068,2,,A,,,S,,A,,B,A,,防晒,碎花,设·定066,,V1.3.2
40069,沁草莓,069,2,,,C,,S,,S,,S,A,,防晒,碎花,设·定066,,V1.3.2
40070,假日心情·粉,070,3,,,A,A,,,S,,S,A,,,,设·图,,V1.3.2
40071,假日心情·黄,071,3,,,A,A,,,S,,B,A,,,,设·定070,,V1.3.2
40072,假日心情·黑,072,3,,,S,A,,,B,A,,S,,,,设·定070,,V1.3.2
40073,假日心情·白,073,3,,,S,A,,,S,,A,S,,,,设·定070,,V1.3.2
40075,精英衬衫,075,4,,,A,S,,,B,S,,S,,大小姐,OL,赠·V礼包,,V1.3.2
40076,西部精神,076,3,,,S,,S,B,,S,,S,,侠客联盟,,浪·迷/浪·幻/2-2公,,V1.3.2
40077,西部精神·华丽,077,4,,A,,,A,B,,S,,S,,侠客联盟,,设·进076,牛仔风情,V1.3.2
40078,性感不良·上衣,078,3,,,S,,A,A,,A,,S,,摇滚风,,店·金币,性感不良,V1.3.2
40079,韵冉,079,3,,,A,,S,,A,,S,S,,,,店·金币,,V1.3.2
40080,熊猫睡衣·上装,080,3,,,S,,S,,A,,A,,A,睡衣,小动物,设·图,熊猫梦乡,V1.3.2
40081,爱心睡衣·上装,081,3,,,A,,A,,A,,S,,A,睡衣,,设·定080,,V1.3.2
40082,夜墟,082,4,,A,,A,,,S,S,,,A,哥特风,洛丽塔,设·图,哥特萝莉,V1.3.2
40083,毛线的温度,083,3,,,S,S,,,B,,S,,A,森女系列,,浪·迷/浪·幻,,V1.3.2
40084,娃娃领,084,1,,,A,,A,,A,,B,A,,,,浪·迷,,V1.3.2
40085,白日梦,085,3,,,B,,B,,S,,S,S,,,,浪·幻,,V1.3.2
40086,俏皮宝贝,086,1,,B,,,SS,,B,,B,,B,,,店·金币/浪·迷,,V1.3.2
40087,性感雕花,087,3,,,SS,B,,,S,,B,,B,,,5-12少,,V1.3.2
40088,蝶兰抹胸·珍稀,088,5,,S,,S,,,A,S,,S,,中式古典,舞者,设·进092,蝴蝶兰翩翩·粉,V1.3.2
40089,紫兰抹胸·珍稀,089,5,,S,,S,,,A,S,,S,,中式古典,舞者,设·定088,,V1.3.2
40090,芷兰袄,090,4,,A,,S,,B,,,S,,S,中式古典,,浪·迷,岸芷汀兰,V1.3.2
40091,蝶兰抹胸,091,3,,,S,C,,,S,A,,A,,中式古典,,浪·迷/浪·幻/浪·缥缈/4-2公,,V1.3.2
40092,蝶兰抹胸·华丽,092,4,,,SS,B,,B,,S,,S,,中式古典,,设·进091/浪·迷,,V1.3.2
40095,民国校服,095,3,,,A,A,,,B,,A,S,,民国服饰,学院系,设·图,人间四月天,V1.3.2
40096,红马甲,096,4,,S,,,S,,S,,A,S,,童话系,洛丽塔,浪·迷/浪·幻/3-7公,,V1.3.2
40097,红马甲·华丽,097,4,,A,,,S,,A,,S,A,,童话系,洛丽塔,设·进096/浪·迷,,V1.3.2
40098,红马甲·珍稀,098,5,,S,,,S,,SS,,S,,S,童话系,洛丽塔,设·进097,小红帽奇遇记,V1.3.2
40099,水手服上衣,099,3,,,A,,S,,S,,A,S,,学院系,海军风,店·金币/浪·迷/浪·幻,,V1.3.2
40100,玲珑·上衣,100,4,,S,,A,,,A,S,,S,,泳装,中式现代,设·图,玲珑清心,V1.3.2
40101,环泳·上衣,101,3,,,A,S,,A,,A,,A,,泳装,,设·图,,V1.3.2
40103,棒球上衣,103,1,,,B,,A,,A,,B,,B,冬装,,店·金币/浪·迷,,V1.3.2
40105,倒影,105,3,,,A,A,,B,,A,,,S,,,店·金币,,V1.3.2
40106,半糖鸳鸯,106,3,,,A,A,,A,,,A,,A,,,店·钻石,,V1.3.2
40108,雪绒花,108,3,,S,,S,,,A,S,,,B,防晒,,设·图,,V1.3.2
40109,贵妇打底裙,109,3,,,A,S,,A,,A,,,A,冬装,,设·图,,V1.3.2
40113,糕点师,113,4,,,A,,S,,A,S,,S,,欧式古典,,店·金币,甜甜糕点师,V1.3.2
40114,糕点师·黄,114,4,,,S,,A,,A,S,,S,,欧式古典,,设·定113,,V1.3.2
40115,糕点师·灰,115,4,,,S,,S,,S,A,,A,,欧式古典,,设·定113,,V1.3.2
40116,糕点师·绿,116,4,,,A,S,,,S,,S,A,,欧式古典,,设·定113,,V1.3.2
40117,糕点师·粉,117,4,,,S,S,,,A,S,,S,,欧式古典,,赠·成就,,V1.3.2
40118,奶油号角,118,3,,,A,,A,,S,,S,S,,森女系列,,浪·迷/浪·幻,,V1.3.2
40119,青草莓,119,3,,,A,,S,,S,,A,A,,碎花,,浪·迷/浪·幻,,V1.3.2
40120,浅浅,120,2,,,A,A,,,A,,A,,B,森女系列,,设·图,,V1.3.2
40121,年少,121,2,,,B,,A,,A,,S,A,,森女系列,碎花,店·金币/浪·迷,,V1.3.2
40122,温雅侍者·衣,122,3,,,S,A,,A,,,S,,A,中性风,英伦,设·图,,V1.3.2
40123,斯文侍者·衣,123,3,,S,,S,,,A,,B,,S,中性风,英伦,设·定122,,V1.3.2
40124,风趣侍者·衣,124,3,,B,,B,,,A,,SS,,S,中性风,英伦,设·定122,,V1.3.2
40125,乖顺侍者·衣,125,3,,S,,S,,A,,A,,,A,中性风,英伦,设·定122,,V1.3.2
40126,美食外卖员·衣,126,3,,,A,,A,,S,,S,S,,中性风,,设·图,美食外卖员,V1.3.2
40127,神圣医者·衣,127,3,,,B,A,,A,,,S,A,,医务使者,中性风,3-6公,神圣医者,V1.3.2
40128,爱丽丝仙境,128,4,,S,,A,,,A,,S,,S,童话系,,兑·仙履,爱丽丝仙境,V1.3.2
40129,小海浪,129,4,,S,,,A,,A,,S,A,,运动系,,浪·迷,海豹小水手,V1.3.2
40130,虔诚之花·上衣,130,4,,S,,S,,,A,A,,A,,洛丽塔,大小姐,浪·迷/浪·幻,,V1.3.2
40131,甜美花季·衣,131,4,,A,,,A,,S,,S,S,,森女系列,,赠·成就,甜美花季,V1.3.2
40132,樱桃汽水,132,3,,,S,,S,,S,,A,A,,运动系,,店·金币/浪·迷/浪·幻,,V1.3.2
40133,花香,133,5,,,S,,S,,SS,,SS,S,,大小姐,,赠·好友,花田香气,V1.3.2
40135,露珠,135,3,,,S,S,,,B,,S,S,,居家服,,浪·迷/浪·幻,,V1.3.2
40136,露肩T恤,136,2,,,A,,A,,A,,A,A,,运动系,,店·金币,,V1.3.2
40137,铆钉抹胸,137,3,,S,,,A,A,,A,,A,,摇滚风,,设·图,摇滚歌手,V1.3.2
40138,眷恋,138,4,,,S,B,,S,,S,,S,,大小姐,,浪·迷/浪·幻/4-4公,,V1.3.2
40139,雨天,139,2,,,A,A,,,S,,C,A,,,,3-2少,,V1.3.2
40140,白雾,140,2,,,S,S,,,C,,C,S,,,,5-1少,,V1.3.2
40142,丘丘,142,3,,,A,A,,,S,,S,A,,森女系列,小动物,浪·迷/浪·幻,,V1.3.2
40143,记号,143,3,,,S,S,,S,,,B,,B,,,3-11少,,V1.3.2
40144,撞衫,144,2,,,A,A,,S,,,C,,S,,,5-支2少,,V1.3.2
40145,餐厅领班,145,4,,B,,S,,A,,,S,,S,中性风,OL,店·金币/浪·迷/浪·幻,,V1.3.2
40146,桔梗,146,3,,,S,SS,,,B,,B,,S,防晒,,浪·迷/浪·幻,,V1.3.2
40148,有点甜,148,4,,,A,,S,,A,S,,A,,英伦,学院系,浪·迷/浪·幻,,V1.3.2
40150,宁静校园,150,3,,,S,S,,,B,,S,A,,童话系,,店·金币,,V1.3.2
40151,笑意,151,2,,,A,,A,,A,C,,S,,,,店·金币,,V1.3.2
40152,值日生,152,3,,,S,B,,,A,,S,,B,,,7-4少,,V1.3.2
40153,空羽,153,3,,,A,,S,,B,B,,S,,,,7-6少,,V1.3.2
40154,普通两件套,154,3,,,A,,C,S,,S,,S,,,,3-12少,,V1.3.2
40157,醒来,157,2,,,A,,A,,A,,A,A,,,,店·金币,,V1.3.2
40158,西瓜皮,158,3,,,S,S,,S,,,C,S,,防晒,,店·金币,,V1.3.2
40159,摇曳,159,2,,,B,,B,B,,,S,S,,,,店·金币,,V1.3.2
40160,从容,160,2,,,A,,A,,A,,A,,A,防晒,,店·金币/浪·迷,,V1.3.2
40162,徘徊,162,3,,,A,A,,A,,,S,A,,,,设·图,,V1.3.2
40163,粉色睡衣,163,3,,,A,,B,,S,,S,S,,睡衣,,店·钻石,,V1.3.2
40164,葡萄庄园,164,3,,,B,S,,,B,,SS,,B,,,浪·幻,,V1.3.2
40165,海之号角·上衣,165,3,,,S,,S,,C,S,,A,,pop,海军风,2-支1少,,V1.3.2
40166,海滨,166,3,,,S,A,,B,,S,,S,,pop,海军风,浪·迷/浪·幻,,V1.3.2
40167,俏海,167,2,,,A,,A,,A,B,,S,,海军风,,店·金币/浪·迷,,V1.3.2
40169,好心情·吐司,169,1,,,C,,C,,A,,A,S,,森女系列,,店·金币,,V1.3.2
40170,好心情·羊羹,170,1,,,S,,C,,B,,C,S,,森女系列,,设·定169,,V1.3.2
40171,好心情·花茶,171,1,,,A,,A,,C,,A,A,,森女系列,,设·定169,,V1.3.2
40172,全棉上衣·褐,172,1,,,B,,A,,A,,B,B,,碎花,,浪·迷/1-8少,,V1.3.2
40173,全棉上衣·白,173,1,,,A,,A,,B,,A,B,,碎花,,设·定172,,V1.3.2
40174,轻柔,174,1,,,A,,B,,B,,B,A,,碎花,,店·金币/浪·迷,,V1.3.2
40179,芬芳·粉,179,1,,,B,,B,,A,,A,,B,碎花,防晒,浪·迷/2-1少/8-9少/9-1少,,V1.3.2
40180,芬芳·青,180,1,,,A,,A,,A,,B,,B,碎花,防晒,设·定179,,V1.3.2
40181,运动少女,181,1,,,A,,A,,B,,A,,B,居家服,防晒,店·金币/浪·迷/8-8少/5-11少/9-8少,,V1.3.2
40182,运动服·绿,182,1,,,A,,B,,B,,A,A,,居家服,,浪·迷/1-9少/8-2少,,V1.3.2
40183,运动服·黑白,183,1,,,B,,A,,A,,B,B,,居家服,,设·定182,,V1.3.2
40184,运动服·粉,184,1,,,A,,B,,B,,A,B,,居家服,,设·定182,,V1.3.2
40185,运动外套,185,1,,,A,,B,,B,,A,,B,运动系,,浪·迷,,V1.3.2
40190,运动背心,190,2,,,A,,A,,A,B,,B,,运动系,,浪·迷,,V1.3.2
40191,时尚搭配,191,2,,,S,S,,S,,,C,,B,学院系,中性风,店·金币,,V1.3.2
40196,小镇姑娘,196,3,,,B,S,,,B,,S,S,,中式现代,民国服饰,店·金币,,V1.3.2
40201,无袖背心·黑,201,3,,,C,A,,S,,A,,A,,,,店·金币,,V1.3.2
40202,无袖背心·粉,202,3,,,A,A,,A,,C,,S,,,,设·定201,,V1.3.2
40205,炸弹·黑,205,3,,,S,S,,,B,S,,S,,睡衣,,浪·迷/浪·幻,,V1.3.2
40206,炸弹·白,206,3,,,A,S,,,B,A,,S,,睡衣,,设·定205,,V1.3.2
40207,小炸弹,207,3,,,A,,S,,B,A,,S,,睡衣,,浪·迷/浪·幻,,V1.3.2
40208,紧身背心·黑,208,2,,,A,,S,A,,A,,A,,睡衣,,店·金币/设·图/3-4少,,V1.3.2
40209,紧身背心·灰,209,2,,,A,,A,A,,A,,S,,睡衣,,设·定208,,V1.3.2
40212,夜色·白,212,3,,,A,,A,,B,S,,A,,睡衣,,店·金币/浪·迷/浪·幻,,V1.3.2
40213,夜色·黑,213,3,,,S,,A,A,,A,,A,,睡衣,,设·定212,,V1.3.2
40214,夜色·灰,214,3,,,A,,A,S,,A,,A,,睡衣,,设·定212,,V1.3.2
40215,粉色机翼,215,3,,,S,,A,A,,S,,A,,,,8-3少,,V1.3.8
40216,生长·白,216,3,,,B,,B,SS,,,S,,B,,,店·金币,,V1.3.2
40219,个性涂鸦,219,3,,,S,,B,S,,S,,A,,pop,,店·金币,,V1.3.2
40223,柠檬汁,223,2,,,A,,A,,B,B,,A,,,,浪·迷,,V1.3.2
40224,蓝莓记忆,224,4,,,S,S,,C,,S,,S,,pop,,浪·迷/浪·幻,,V1.3.2
40225,香蕉奶昔,225,1,,,A,,B,,A,,B,A,,运动系,,浪·迷,,V1.3.2
40226,绿星魂,226,1,,,A,,A,,B,,B,,A,运动系,防晒,店·金币/浪·迷,,V1.3.2
40227,紫芋,227,1,,,A,A,,C,,,B,,B,,,店·金币/浪·迷,,V1.3.2
40229,鱼骨上衣,229,3,,,S,,B,S,,A,,B,,,,7-2少,,V1.3.2
40238,浅咖毛衣,238,3,,,A,A,,,S,,A,,A,,,浪·迷/浪·幻,,V1.3.2
40240,西岚,240,3,,,S,,B,,S,,A,S,,,,浪·迷/浪·幻,,V1.3.2
40241,舞娘上衣,241,4,,S,,,A,,B,S,,SS,,舞者,印度服饰,店·金币,西域舞娘,V1.3.2
40242,首席特助·衣,242,4,,S,,A,,,B,,S,,S,欧式古典,,店·钻石,首席特助,V1.3.2
40243,超级特工·衣,243,4,,A,,S,,S,,S,,A,,侠客联盟,摇滚风,设·图,最美特工,V1.3.2
40244,绩点,244,3,,,S,C,,,S,,B,S,,,,6-9少,,V1.3.2
40248,苏打水·蓝,248,3,,,S,,A,,A,,S,A,,pop,碎花,店·金币/浪·迷/浪·幻,,V1.3.2
40249,苏打水·黑,249,3,,,A,,A,,A,,B,A,,pop,碎花,设·定248,,V1.3.2
40253,红晕,253,3,,,A,S,,S,,,A,,A,,,6-5少/赠·成就,,V1.3.2
40256,风信子,256,4,,,S,,A,,B,,S,SS,,pop,,店·金币/浪·迷/浪·幻,,V1.3.2
40257,猫之语·黑,257,4,,,A,,A,S,,A,,A,,摇滚风,小动物,店·金币/浪·迷/浪·幻,,V1.3.2
40258,猫之语·白,258,4,,,A,,S,,A,S,,S,,摇滚风,小动物,设·定257,,V1.3.2
40259,回音,259,3,,,A,A,,A,,,A,S,,,,6-3少,,V1.3.2
40260,空气炸锅,260,3,,,A,,S,,S,B,,B,,居家服,,店·金币/浪·迷/浪·幻,,V1.3.2
40261,烟花会,261,3,,,A,,S,,A,,A,,A,碎花,,浪·迷/浪·幻,,V1.3.2
40262,珍珠佳人,262,3,,,S,,A,B,,S,,S,,睡衣,,2-9少,,V1.3.2
40266,渡鸦,266,3,,,C,S,,S,,,S,,S,,,店·金币/6-6少,,V1.3.2
40268,枫糖毛衣,268,3,,,B,,S,,A,,A,,S,冬装,,7-8少,,V1.3.2
40271,粉色风暴·上衣,271,3,,,A,,A,,A,,A,A,,泳装,,设·图,,V1.3.2
40272,渐变色毛衣,272,3,,,S,S,,,B,,A,,S,森女系列,冬装,浪·迷/浪·幻,,V1.3.2
40273,鸡心领毛衣,273,2,,,A,B,,A,,B,,,A,居家服,防晒,浪·迷/8-6少/6-2少,,V1.3.2
40274,冬恋奇迹,274,5,,A,,,B,,S,,C,,S,,,浪·迷,冬恋奇迹,V1.3.2
40275,小野猫·上衣,275,2,,,A,S,,A,,B,,B,,泳装,,4-3少/联盟·小铺,,V1.3.2
40280,普通衬衫,280,1,,,A,A,,B,,,A,,C,,,4-8少,,V1.3.2
40288,绵羊T恤,288,2,,,A,,A,,A,,A,A,,,,5-7少,,V1.3.2
40289,新年羊·白,289,3,,,A,,C,,S,,S,A,,,,店·钻石,,V1.3.2
40290,新年羊·红,290,3,,,A,,B,,A,,S,S,,,,设·定289,,V1.3.2
40291,新年羊·星空,291,3,,,S,,S,S,,,B,S,,,,设·定289,,V1.3.2
40292,概念马甲,292,4,,,B,S,,S,,S,,S,,,,店·金币,,V1.3.2
40294,心之影,294,4,,,B,S,,S,,S,,S,,,,店·金币,,V1.3.2
40295,领域杀手,295,2,,,B,,C,S,,S,,S,,,,赠·成就,,V1.3.2
40296,迷彩背心,296,3,,,A,,A,A,,A,,A,,中性风,,店·金币,,V1.3.2
40297,淑女衫·白,297,2,,,B,B,,A,,,SS,,A,,,店·金币,,V1.3.2
40298,淑女衫·红,298,2,,,C,S,,A,,,A,,C,,,设·定297,,V1.3.2
40299,丝绸河流,299,2,,,B,B,,A,,A,,SS,,,,5-4少,,V1.3.2
40300,紫薯毛衣,300,3,,,S,S,,S,,B,,,A,,,店·金币,,V1.3.2
40301,豆沙毛衣,301,3,,,A,S,,S,,B,,,S,,,设·定300,,V1.3.2
40302,檀扣·赤,302,4,,S,,S,,,C,,S,S,,,,店·金币,,V1.3.2
40303,檀扣·绿,303,4,,A,,B,,,B,,SS,SS,,,,设·定302,,V1.3.2
40307,水手服上衣·粉,307,3,,,S,,S,,A,,A,A,,学院系,,设·定099,,V1.3.2
40308,水手服上衣·黑,308,3,,,S,,B,S,,B,,S,,学院系,,设·定099,,V1.3.2
40309,芙蓉浦·素,309,3,,,S,S,,,B,,S,S,,,,店·金币,,V1.3.2
40310,芙蓉浦·哑,310,3,,,B,S,,A,,,S,S,,,,设·定309,,V1.3.2
40311,芙蓉浦·赤,311,3,,,B,S,,S,,,B,S,,,,设·定309,,V1.3.2
40312,生长,312,3,,,S,S,,S,,,B,,B,,,设·定216,,V1.3.2
40322,泡泡袖·紫,322,3,,,B,,B,,S,,S,S,,,,店·钻石,,V1.3.2
40323,泡泡袖·粉,323,3,,,A,,A,,A,,A,A,,,,设·定322,,V1.3.2
40324,泡泡袖·黄,324,3,,,A,,C,,S,,S,S,,,,设·定322,,V1.3.2
40325,冬恋奇迹·白,325,4,,,A,SS,,,A,B,,,SS,,,赠·成就,,V1.3.2
40326,冬恋奇迹·紫,326,4,,,SS,B,,B,,,SS,,S,,,浪·幻,,V1.3.2
40336,月色无边·白,336,4,,,S,A,,,A,,S,A,,睡衣,,店·钻石,,V1.3.2
40337,月色无边·薄荷,337,4,,,S,A,,,S,,A,A,,睡衣,,设·定336,,V1.3.2
40338,月色无边·紫,338,4,,,S,A,,,A,S,,A,,睡衣,,设·定336,,V1.3.2
40339,学海无涯,339,3,,,S,,S,,S,,B,,C,运动系,,店·金币,梦想起航,V1.3.4
40340,职业秘书·衣,340,3,,B,,S,,S,,,B,,A,英伦,,店·金币,,V1.3.2
40341,船锚上衣·蓝,341,3,,,A,,S,,B,,S,A,,海军风,,7-4少,,V1.3.2
40342,船锚上衣·白,342,3,,,B,,S,,A,,S,A,,海军风,,设·定341,,V1.3.2
40343,露脐背心·白,343,3,,,S,,S,B,,A,,A,,,,7-1少,,V1.3.2
40344,露脐背心·黑,344,3,,,A,,S,B,,S,,A,,,,设·定343,,V1.3.2
40345,宽松打底衫,345,3,,,S,S,,,A,,B,,A,民族风,,兑·花园,侦探少女,V1.3.6
40346,游侠,346,2,,,B,,S,B,,,B,B,,中式古典,,设·图,,V1.3.2
40347,侠客行,347,3,,,S,,S,A,,A,,A,,中式古典,侠客联盟,设·进346,侠客行,V1.3.2
40348,夕成玦·上衣,348,4,,SS,,A,,,SS,,A,B,,中式古典,,浪·缥缈,,V1.3.6
40349,蓝瓷·上衣,349,4,,,B,S,,,SS,,A,B,,中式现代,,浪·缥缈,,V1.3.6
40350,采茶曲·上衣,350,3,,,S,SS,,,B,,B,B,,中式现代,,浪·缥缈,,V1.3.6
40351,初云衫·蓝,351,5,,,S,,SS,,A,,SS,A,,中式现代,,浪·缥缈,,V1.3.6
40352,初云衫·墨,352,5,,,A,SS,,SS,,S,,S,,中式现代,,设·定351,,V1.3.2
40353,北地英姿·衣,353,4,,,A,,SS,A,,SS,,A,,军装,,设·图,北地英姿,V1.3.6
40354,丝绸衬衫,354,4,,,SS,B,,S,,,A,,A,中性风,,设·图,条纹绅士,V1.3.2
40355,塔罗上衣·珍稀,355,5,,A,,,SS,,A,S,,S,,民族风,,设·进363,塔罗牌师,V1.4.1
40356,怪盗上衣·华丽,356,5,,SS,,SS,,A,,,A,,A,中性风,欧式古典,设·进365,怪盗蓝宝石,V1.4.1
40357,荷花吟·上衣,357,4,,A,,S,,,A,,SS,,A,中式古典,民国服饰,兑·仙履,荷花吟,V1.5.1
40358,校园风演出服,358,4,,S,,S,,,A,,A,,A,,,设·图,时空偶像,V1.3.8
40359,蕾丝云,359,3,,,S,S,,A,,,A,A,,,,赠·签到,,V1.3.2
40360,女神·拉链背心,360,3,,A,,S,,,B,A,,A,,,,店·金币,,V1.4.1
40361,女神·银丝毛衣,361,3,,,A,,S,A,,,B,,A,,,店·金币,,V1.4.1
40362,塔罗上衣,362,3,,,S,,B,,B,S,,A,,民族风,,设·匣子,,V1.4.1
40363,塔罗上衣·华丽,363,4,,,SS,,A,,B,S,,A,,民族风,,设·进362,,V1.4.1
40365,怪盗绅士·上衣,365,4,,,S,S,,A,,,A,,A,中性风,,联盟·小铺,,V1.4.1
40366,流沙,366,3,,A,,B,,,S,,S,A,,,,设·重构,,V1.4.1
40371,女神·蓝天,371,3,,,S,,S,,A,B,,B,,,,店·金币,,V1.4.3
40372,冬愿,372,3,,,B,B,,S,,,A,,S,,,9-2少,,V1.4.3
40373,冬雪,373,3,,,B,S,,B,,,A,,SS,,,设·定372,,V1.4.3
40374,冬青,374,3,,,B,A,,S,,,A,,S,,,设·定372,,V1.4.3
40375,勇敢的心·黑,375,3,,,A,,S,,S,,B,,A,,,9-4少,,V1.4.3
40376,勇敢的心·红,376,3,,,A,,S,,S,,B,,A,,,设·定375,,V1.4.3
